,used_tokens,used_resume_bullet_gen,prompted_payment,used_resume_builder,industry,career_status,job_time,resume_experience,Days
17475,8.0,1.0,1.0,0.0,0,0,2,0,41
16215,0.0,0.0,1.0,1.0,8,1,0,2,47
5549,6.0,1.0,1.0,1.0,0,2,0,1,60
17125,0.0,1.0,1.0,0.0,2,1,0,2,43
33280,0.0,0.0,1.0,0.0,5,1,3,2,16
14686,0.0,0.0,1.0,1.0,1,0,0,0,52
13956,0.0,0.0,1.0,1.0,0,0,1,0,53
15838,0.0,1.0,1.0,1.0,1,1,2,2,48
20781,1.0,1.0,1.0,1.0,1,0,1,2,28
11168,3.0,1.0,1.0,1.0,0,0,3,0,58
27840,2.0,0.0,1.0,1.0,0,2,0,1,22
533,4.0,1.0,1.0,1.0,0,0,2,0,133
16804,0.0,0.0,1.0,1.0,1,1,0,1,46
34985,0.0,0.0,1.0,1.0,1,1,1,3,14
9245,0.0,0.0,1.0,1.0,1,2,0,0,59
10455,10.0,1.0,1.0,1.0,10,0,0,1,59
1024,0.0,1.0,1.0,1.0,4,0,0,0,119
30094,5.0,1.0,1.0,1.0,0,0,2,2,20
9279,0.0,0.0,1.0,1.0,3,1,0,0,59
29609,9.0,1.0,1.0,1.0,0,2,0,2,20
24741,0.0,1.0,1.0,1.0,0,0,1,1,27
24683,0.0,0.0,1.0,1.0,2,0,0,1,27
15695,0.0,0.0,1.0,0.0,7,1,2,0,49
30366,12.0,1.0,1.0,1.0,15,0,0,0,19
26614,1.0,1.0,1.0,1.0,11,0,1,1,24
4127,0.0,0.0,1.0,1.0,2,0,0,0,74
1697,4.0,1.0,1.0,1.0,0,2,2,0,119
5651,0.0,0.0,1.0,1.0,5,2,1,1,60
9678,0.0,1.0,1.0,1.0,1,2,1,0,59
34047,0.0,1.0,1.0,1.0,15,0,0,1,15
12923,12.0,1.0,1.0,1.0,2,2,0,1,55
13564,0.0,0.0,1.0,0.0,1,0,2,0,53
21823,4.0,0.0,1.0,1.0,7,0,0,0,28
32215,0.0,0.0,1.0,1.0,6,2,1,1,18
8671,0.0,1.0,1.0,1.0,7,0,0,2,59
9297,1.0,1.0,1.0,1.0,15,0,3,1,59
31276,6.0,1.0,1.0,1.0,7,2,0,1,19
4506,8.0,0.0,1.0,1.0,0,0,0,0,72
17312,1.0,1.0,1.0,1.0,2,1,0,2,41
2739,1.0,1.0,1.0,1.0,4,0,1,0,117
11743,0.0,1.0,1.0,1.0,4,2,1,0,57
16261,1.0,0.0,1.0,1.0,2,0,1,0,47
20048,0.0,1.0,1.0,1.0,3,2,1,0,29
34189,0.0,1.0,1.0,0.0,0,1,0,2,15
36000,0.0,1.0,1.0,1.0,4,2,0,0,13
27278,16.0,1.0,1.0,1.0,0,0,0,1,23
6661,0.0,1.0,1.0,1.0,7,1,0,0,60
34154,0.0,1.0,1.0,1.0,1,1,0,1,15
13478,0.0,0.0,1.0,1.0,0,2,0,1,53
1351,0.0,1.0,1.0,1.0,1,1,0,0,119
25278,0.0,0.0,1.0,1.0,0,0,0,2,26
6233,0.0,0.0,1.0,1.0,1,0,0,0,60
30903,0.0,0.0,1.0,1.0,0,2,1,0,19
21116,1.0,1.0,1.0,0.0,0,0,0,1,28
29748,0.0,1.0,1.0,1.0,14,0,1,0,20
17434,3.0,0.0,1.0,1.0,0,0,0,2,41
26194,13.0,1.0,1.0,1.0,4,2,3,0,25
12019,2.0,1.0,1.0,0.0,1,2,1,1,57
28750,1.0,0.0,1.0,1.0,1,2,0,0,21
27857,0.0,0.0,1.0,1.0,1,1,2,0,22
35357,0.0,0.0,1.0,1.0,0,1,3,1,14
15704,0.0,0.0,1.0,1.0,3,2,1,1,49
9639,8.0,0.0,1.0,1.0,0,0,0,0,59
3326,0.0,1.0,0.0,0.0,10,0,1,0,104
5257,1.0,0.0,1.0,1.0,0,0,0,1,60
4160,0.0,0.0,1.0,0.0,1,0,2,1,74
4791,4.0,1.0,1.0,1.0,5,0,0,2,68
12282,0.0,0.0,1.0,1.0,0,1,0,0,57
15463,0.0,0.0,1.0,1.0,0,1,0,0,50
3857,0.0,0.0,1.0,0.0,5,0,0,0,75
32598,3.0,1.0,1.0,1.0,12,0,0,1,17
1371,0.0,1.0,0.0,0.0,11,0,2,0,119
36034,0.0,1.0,1.0,1.0,0,1,0,0,13
16271,1.0,1.0,1.0,1.0,0,1,0,3,47
6749,7.0,1.0,1.0,1.0,3,0,0,2,60
3253,2.0,1.0,1.0,1.0,14,2,1,2,109
22217,6.0,1.0,1.0,0.0,3,2,0,2,28
25870,20.0,1.0,1.0,1.0,0,1,1,2,25
31721,0.0,0.0,1.0,0.0,1,1,0,0,18
25235,1.0,1.0,1.0,1.0,2,0,1,1,26
23006,2.0,1.0,1.0,1.0,0,2,1,1,28
15471,2.0,1.0,1.0,1.0,0,1,1,0,50
31657,5.0,1.0,1.0,1.0,7,0,0,0,18
21771,0.0,0.0,1.0,0.0,0,0,0,1,28
3573,1.0,1.0,1.0,1.0,5,0,2,2,75
12765,2.0,1.0,1.0,1.0,15,1,0,0,56
22622,1.0,1.0,1.0,1.0,11,1,0,0,28
10119,17.0,1.0,1.0,1.0,0,1,0,1,59
36011,18.0,0.0,1.0,1.0,6,1,0,2,13
22028,0.0,0.0,1.0,1.0,0,1,1,0,28
4767,0.0,1.0,1.0,1.0,0,0,0,0,68
28726,1.0,1.0,1.0,1.0,1,0,2,0,21
22317,1.0,1.0,1.0,1.0,1,1,1,2,28
25963,9.0,1.0,1.0,1.0,0,0,0,1,25
30530,0.0,0.0,1.0,0.0,0,0,1,0,19
18067,9.0,0.0,1.0,1.0,3,0,0,1,34
17685,1.0,0.0,1.0,1.0,0,0,0,0,40
17565,1.0,1.0,1.0,1.0,0,2,1,1,40
12627,0.0,1.0,1.0,1.0,1,2,0,0,56
30896,1.0,1.0,1.0,1.0,1,2,1,1,19
30859,11.0,1.0,1.0,1.0,0,0,0,1,19
10155,0.0,0.0,1.0,0.0,1,0,1,0,59
29109,0.0,0.0,1.0,1.0,13,0,0,1,21
14192,0.0,0.0,1.0,0.0,0,0,1,1,53
808,0.0,1.0,0.0,0.0,3,2,2,0,131
21494,0.0,0.0,1.0,1.0,3,0,0,1,28
2867,0.0,1.0,0.0,0.0,0,2,3,1,116
13527,0.0,1.0,1.0,0.0,0,2,2,1,53
22680,0.0,0.0,1.0,1.0,13,1,1,2,28
17593,4.0,1.0,1.0,1.0,1,0,0,0,40
17839,7.0,0.0,1.0,1.0,3,0,1,0,38
19488,3.0,0.0,1.0,1.0,1,2,1,0,29
25252,1.0,1.0,1.0,1.0,4,1,0,2,26
1826,3.0,1.0,1.0,1.0,0,2,3,2,119
11555,1.0,0.0,1.0,1.0,2,0,1,0,57
25725,2.0,0.0,1.0,1.0,2,0,0,1,26
19650,1.0,1.0,1.0,1.0,5,0,1,1,29
3595,20.0,1.0,1.0,1.0,1,1,2,2,75
13809,0.0,0.0,1.0,0.0,4,2,3,1,53
22623,0.0,0.0,1.0,1.0,2,2,0,1,28
24339,19.0,1.0,1.0,1.0,0,2,2,1,27
23743,2.0,1.0,1.0,0.0,10,0,3,0,27
23821,1.0,1.0,1.0,1.0,0,0,0,2,27
14603,0.0,1.0,1.0,1.0,0,0,0,0,52
25897,3.0,0.0,1.0,1.0,3,0,0,0,25
1104,0.0,1.0,0.0,0.0,0,0,1,2,119
11376,0.0,0.0,1.0,0.0,3,1,2,2,58
574,0.0,1.0,0.0,0.0,1,0,2,0,133
31616,0.0,0.0,1.0,1.0,1,2,0,0,18
3289,1.0,1.0,1.0,1.0,1,0,0,1,106
7404,0.0,1.0,1.0,1.0,13,1,1,2,60
29672,0.0,0.0,1.0,1.0,14,2,0,1,20
23341,9.0,1.0,1.0,1.0,0,0,0,1,27
16840,3.0,0.0,1.0,1.0,4,2,2,0,46
6275,0.0,0.0,1.0,1.0,0,1,0,2,60
18873,3.0,1.0,1.0,1.0,0,0,0,0,29
13056,8.0,1.0,1.0,1.0,1,0,0,0,55
15746,0.0,0.0,1.0,1.0,0,1,1,0,49
25605,0.0,0.0,1.0,1.0,1,0,1,1,26
5903,0.0,0.0,1.0,0.0,0,0,2,1,60
32052,2.0,1.0,1.0,1.0,2,0,0,2,18
25509,4.0,1.0,1.0,1.0,0,1,0,2,26
15512,3.0,1.0,1.0,1.0,15,1,0,2,50
16849,0.0,0.0,1.0,1.0,0,0,0,2,45
3859,3.0,1.0,1.0,1.0,1,2,0,1,75
15438,0.0,0.0,1.0,1.0,1,0,0,0,50
28916,0.0,0.0,1.0,0.0,5,1,1,1,21
25778,0.0,0.0,1.0,1.0,1,0,0,1,26
16638,2.0,1.0,1.0,1.0,0,0,0,1,47
9210,0.0,1.0,1.0,1.0,1,1,0,0,59
3646,0.0,0.0,1.0,1.0,3,1,1,2,75
7413,0.0,0.0,1.0,0.0,4,2,0,0,60
6980,1.0,1.0,1.0,1.0,5,0,3,1,60
18008,0.0,0.0,1.0,1.0,3,0,1,0,35
31571,0.0,1.0,1.0,1.0,4,2,1,2,18
12169,4.0,1.0,1.0,1.0,0,1,1,0,57
5945,0.0,0.0,1.0,1.0,2,0,2,2,60
12527,1.0,1.0,1.0,1.0,2,1,1,1,56
22196,2.0,1.0,1.0,1.0,10,0,1,1,28
18106,0.0,1.0,1.0,1.0,8,0,0,0,34
8812,0.0,0.0,0.0,0.0,0,2,1,1,59
21856,0.0,0.0,1.0,1.0,5,2,1,1,28
30299,5.0,1.0,1.0,0.0,0,0,3,2,19
11442,2.0,1.0,1.0,1.0,0,0,1,0,58
1664,1.0,1.0,1.0,1.0,2,2,0,1,119
16077,6.0,1.0,1.0,1.0,1,0,0,1,48
13989,0.0,0.0,1.0,0.0,0,0,1,0,53
6611,0.0,1.0,1.0,1.0,5,0,0,0,60
1488,2.0,1.0,1.0,1.0,0,0,2,0,119
9788,2.0,0.0,1.0,1.0,3,0,1,0,59
9802,11.0,1.0,1.0,1.0,0,0,0,0,59
27470,0.0,0.0,1.0,1.0,1,0,0,0,22
25811,9.0,1.0,1.0,1.0,1,2,0,1,26
10047,0.0,0.0,1.0,1.0,1,1,1,2,59
31311,0.0,0.0,1.0,1.0,0,0,0,0,19
28352,9.0,1.0,1.0,1.0,2,1,0,0,21
7924,0.0,0.0,1.0,0.0,0,2,2,1,60
5892,0.0,0.0,1.0,1.0,1,2,1,1,60
5328,0.0,1.0,1.0,1.0,0,2,0,0,60
23607,0.0,1.0,1.0,1.0,1,0,1,0,27
26821,0.0,0.0,1.0,1.0,2,2,0,1,24
5573,0.0,0.0,1.0,0.0,0,0,0,2,60
8587,0.0,1.0,1.0,1.0,1,2,0,1,59
35788,2.0,1.0,1.0,1.0,0,0,0,1,13
34661,4.0,1.0,1.0,1.0,7,0,1,1,14
15352,6.0,0.0,1.0,1.0,1,0,1,1,50
10931,0.0,0.0,1.0,1.0,13,0,2,2,58
12012,0.0,0.0,1.0,1.0,0,1,2,2,57
21984,13.0,1.0,1.0,1.0,0,0,0,0,28
35104,2.0,1.0,1.0,0.0,0,0,1,2,14
28076,4.0,1.0,1.0,0.0,3,0,1,0,22
24005,0.0,0.0,1.0,1.0,0,1,0,1,27
17786,0.0,0.0,1.0,1.0,11,0,1,1,39
3160,0.0,0.0,0.0,0.0,0,1,2,1,111
20623,11.0,0.0,1.0,1.0,0,2,0,1,28
15254,0.0,0.0,1.0,0.0,1,2,1,0,51
7301,3.0,1.0,1.0,1.0,0,0,0,1,60
34933,20.0,0.0,1.0,1.0,0,0,0,2,14
19429,3.0,1.0,1.0,1.0,0,1,3,2,29
2973,0.0,1.0,0.0,0.0,1,0,1,0,113
35772,0.0,1.0,1.0,1.0,12,0,2,1,13
4607,0.0,0.0,1.0,1.0,0,2,0,0,70
20181,1.0,0.0,1.0,1.0,5,0,0,0,29
32534,16.0,1.0,1.0,1.0,8,0,1,0,17
12114,4.0,1.0,1.0,1.0,3,0,0,0,57
19150,45.0,1.0,1.0,1.0,4,1,0,2,29
4603,10.0,0.0,1.0,1.0,0,0,0,1,70
6327,0.0,0.0,1.0,1.0,0,0,2,0,60
17818,5.0,0.0,1.0,1.0,0,0,1,0,38
16683,6.0,1.0,1.0,0.0,0,2,0,1,46
3697,1.0,0.0,1.0,1.0,10,2,0,0,75
27819,15.0,1.0,1.0,1.0,4,0,0,0,22
2650,0.0,1.0,0.0,0.0,0,0,1,0,118
30953,4.0,1.0,1.0,1.0,0,0,2,2,19
11069,0.0,0.0,1.0,1.0,1,0,0,0,58
23926,3.0,1.0,1.0,1.0,4,1,0,0,27
35641,0.0,1.0,1.0,1.0,12,2,2,0,13
25751,0.0,0.0,1.0,1.0,0,0,1,1,26
22111,0.0,1.0,1.0,1.0,2,0,1,1,28
2811,0.0,1.0,0.0,0.0,7,0,2,0,117
34900,3.0,0.0,1.0,1.0,0,0,0,0,14
11191,0.0,1.0,1.0,1.0,0,0,3,0,58
2877,0.0,1.0,0.0,0.0,0,2,1,0,116
14096,1.0,1.0,1.0,1.0,0,1,1,0,53
24517,1.0,1.0,1.0,0.0,0,0,0,0,27
17980,1.0,0.0,1.0,1.0,0,1,2,2,36
15146,4.0,1.0,1.0,0.0,0,1,2,2,51
29231,4.0,0.0,1.0,1.0,5,1,1,1,20
35557,3.0,0.0,1.0,1.0,5,0,3,2,13
12020,19.0,1.0,1.0,1.0,0,1,0,0,57
4674,1.0,1.0,1.0,1.0,15,2,1,0,69
31710,0.0,0.0,1.0,1.0,1,2,3,1,18
13890,0.0,0.0,1.0,1.0,1,0,3,0,53
15060,0.0,0.0,1.0,1.0,2,0,2,0,51
35428,0.0,0.0,1.0,1.0,0,2,2,0,14
34095,6.0,1.0,1.0,0.0,5,0,0,0,15
14362,0.0,0.0,1.0,0.0,1,1,1,0,53
35257,1.0,1.0,1.0,1.0,12,1,1,2,14
30418,1.0,1.0,1.0,0.0,0,2,0,1,19
32771,0.0,1.0,1.0,1.0,0,1,0,2,17
33787,3.0,0.0,1.0,1.0,3,0,1,2,15
25957,1.0,1.0,1.0,1.0,0,1,1,1,25
16069,0.0,1.0,1.0,1.0,0,1,0,2,48
21169,0.0,0.0,1.0,0.0,1,2,0,0,28
11289,0.0,1.0,1.0,1.0,1,2,0,2,58
29959,13.0,1.0,1.0,1.0,0,2,1,1,20
1983,0.0,1.0,0.0,0.0,1,0,2,2,118
7989,1.0,0.0,1.0,1.0,0,0,1,0,60
16847,1.0,1.0,1.0,1.0,3,0,0,0,45
35302,5.0,1.0,1.0,0.0,1,0,0,0,14
15315,1.0,1.0,1.0,1.0,3,2,0,0,50
14140,0.0,0.0,1.0,1.0,2,0,1,0,53
24584,6.0,1.0,1.0,1.0,0,0,0,1,27
531,0.0,1.0,0.0,0.0,1,0,0,1,133
11915,0.0,1.0,1.0,1.0,4,1,0,0,57
30563,0.0,0.0,1.0,1.0,0,0,0,0,19
11475,2.0,1.0,1.0,1.0,0,2,0,0,58
6403,13.0,0.0,1.0,1.0,0,0,2,0,60
16809,17.0,1.0,1.0,1.0,4,0,1,0,46
3423,1.0,1.0,1.0,0.0,14,2,1,1,93
11250,1.0,1.0,1.0,1.0,5,1,0,2,58
31061,1.0,1.0,1.0,1.0,0,0,1,2,19
22820,0.0,0.0,1.0,1.0,1,0,1,1,28
1003,0.0,1.0,0.0,0.0,1,2,1,1,119
30479,0.0,0.0,1.0,1.0,0,0,0,1,19
22279,7.0,1.0,1.0,1.0,0,0,0,1,28
11774,0.0,1.0,1.0,1.0,4,2,0,1,57
5126,0.0,0.0,1.0,1.0,0,1,0,0,60
29753,13.0,0.0,1.0,1.0,5,1,1,2,20
31282,2.0,1.0,1.0,1.0,4,1,2,0,19
13026,0.0,1.0,1.0,1.0,0,2,1,1,55
12160,2.0,1.0,1.0,1.0,4,0,2,0,57
30807,0.0,0.0,1.0,1.0,0,1,1,1,19
29865,2.0,0.0,1.0,1.0,4,0,0,1,20
20558,0.0,1.0,1.0,1.0,5,0,3,0,28
24583,14.0,1.0,1.0,1.0,2,1,0,0,27
17176,0.0,0.0,1.0,1.0,1,2,0,1,42
8110,0.0,0.0,1.0,0.0,0,0,1,0,60
1518,0.0,1.0,1.0,1.0,0,2,1,0,119
22895,6.0,1.0,1.0,1.0,0,2,0,0,28
34754,0.0,0.0,1.0,1.0,1,1,2,0,14
6039,3.0,1.0,1.0,1.0,1,0,0,0,60
23423,4.0,1.0,1.0,1.0,5,0,0,1,27
22559,0.0,0.0,1.0,1.0,7,1,3,3,28
24027,0.0,0.0,1.0,0.0,1,1,1,0,27
20353,0.0,0.0,1.0,0.0,8,0,0,0,29
28240,0.0,0.0,1.0,1.0,1,0,0,3,22
16180,1.0,1.0,1.0,1.0,0,0,2,2,47
11573,0.0,0.0,1.0,1.0,0,0,0,0,57
22736,0.0,0.0,1.0,1.0,0,1,1,0,28
2001,0.0,1.0,0.0,0.0,4,2,2,0,118
21667,7.0,1.0,1.0,1.0,0,0,0,0,28
21871,0.0,1.0,1.0,1.0,12,2,3,1,28
7296,0.0,0.0,1.0,0.0,3,1,0,2,60
31074,0.0,0.0,1.0,1.0,2,0,0,0,19
16966,9.0,1.0,1.0,1.0,1,0,0,0,44
21076,0.0,0.0,1.0,1.0,13,0,0,1,28
31450,0.0,0.0,1.0,1.0,4,2,2,1,18
1284,0.0,1.0,0.0,0.0,6,1,0,0,119
18050,0.0,0.0,1.0,1.0,2,0,1,2,35
32024,5.0,1.0,1.0,1.0,3,0,0,1,18
2592,0.0,1.0,0.0,0.0,0,0,0,0,118
4398,2.0,1.0,1.0,1.0,0,1,0,2,74
30193,6.0,1.0,1.0,1.0,2,2,1,1,19
13643,1.0,1.0,1.0,1.0,0,0,1,0,53
18531,4.0,0.0,1.0,1.0,11,1,0,1,29
14586,5.0,0.0,1.0,1.0,0,0,1,0,52
32056,0.0,1.0,1.0,1.0,0,0,3,1,18
14504,0.0,1.0,1.0,1.0,0,2,2,0,52
5387,2.0,1.0,1.0,1.0,0,0,0,2,60
29277,0.0,1.0,1.0,1.0,7,0,0,0,20
1357,0.0,1.0,1.0,1.0,0,1,0,2,119
11072,7.0,1.0,1.0,1.0,13,0,0,2,58
6464,0.0,1.0,1.0,1.0,3,1,2,2,60
30172,5.0,1.0,1.0,0.0,1,0,0,1,19
12501,1.0,1.0,1.0,1.0,10,1,2,2,56
27870,0.0,0.0,1.0,1.0,2,0,0,0,22
26805,11.0,1.0,1.0,0.0,0,0,1,0,24
28320,0.0,1.0,1.0,0.0,12,2,3,1,21
15439,0.0,1.0,1.0,1.0,0,0,1,0,50
11515,0.0,0.0,1.0,0.0,0,0,0,1,57
9102,0.0,0.0,1.0,0.0,5,0,0,1,59
31305,6.0,1.0,1.0,1.0,0,0,0,2,19
28347,0.0,1.0,1.0,1.0,15,0,0,1,21
27996,0.0,1.0,1.0,0.0,2,0,0,1,22
13346,2.0,1.0,1.0,1.0,0,2,0,1,54
19437,0.0,0.0,1.0,1.0,0,0,0,0,29
18782,0.0,1.0,1.0,1.0,3,1,2,2,29
18729,8.0,1.0,1.0,0.0,12,2,0,0,29
8027,0.0,0.0,1.0,1.0,0,0,2,0,60
32013,0.0,1.0,1.0,1.0,1,2,1,0,18
16506,0.0,0.0,1.0,1.0,0,0,2,0,47
16874,4.0,1.0,1.0,1.0,1,2,1,0,45
15519,0.0,0.0,1.0,1.0,4,0,1,0,50
499,0.0,1.0,0.0,0.0,13,1,1,2,134
13406,0.0,0.0,1.0,1.0,15,0,1,0,53
6630,0.0,0.0,1.0,0.0,0,0,3,0,60
22145,0.0,0.0,1.0,1.0,1,2,3,1,28
31882,18.0,1.0,1.0,1.0,15,0,0,0,18
27464,0.0,1.0,1.0,1.0,15,0,0,0,22
26578,6.0,1.0,1.0,1.0,8,2,2,1,24
7713,3.0,1.0,1.0,1.0,0,0,0,1,60
6144,0.0,0.0,1.0,0.0,5,2,2,1,60
16302,0.0,0.0,1.0,1.0,1,0,0,1,47
15283,11.0,1.0,1.0,0.0,1,2,2,0,50
28130,0.0,0.0,1.0,1.0,5,1,0,0,22
11607,0.0,0.0,1.0,1.0,0,1,1,2,57
14444,7.0,0.0,1.0,1.0,1,0,0,0,52
6200,0.0,0.0,1.0,1.0,4,1,2,1,60
3848,0.0,0.0,1.0,1.0,1,0,1,0,75
35475,1.0,1.0,1.0,0.0,0,0,0,0,14
25499,0.0,0.0,1.0,1.0,2,2,2,0,26
6964,0.0,0.0,1.0,0.0,1,1,3,2,60
15941,0.0,0.0,1.0,0.0,1,0,1,0,48
22950,3.0,0.0,1.0,1.0,11,2,3,0,28
14880,9.0,1.0,1.0,1.0,5,1,2,2,52
34425,0.0,0.0,1.0,1.0,2,0,0,1,15
14288,0.0,0.0,1.0,0.0,15,0,0,1,53
25020,18.0,1.0,1.0,1.0,3,0,0,1,26
14874,1.0,1.0,1.0,1.0,2,1,1,1,52
2777,0.0,1.0,0.0,0.0,2,0,2,2,117
16381,0.0,0.0,1.0,0.0,8,0,0,2,47
968,1.0,1.0,1.0,0.0,0,2,2,0,119
3791,1.0,1.0,1.0,1.0,1,2,1,1,75
11693,0.0,0.0,1.0,0.0,10,2,0,0,57
17381,2.0,1.0,1.0,0.0,2,0,0,2,41
1515,0.0,1.0,0.0,0.0,1,1,1,0,119
12869,0.0,1.0,1.0,1.0,3,0,1,2,55
6368,0.0,0.0,1.0,0.0,0,1,0,2,60
34476,10.0,1.0,1.0,1.0,0,0,0,0,14
19204,0.0,0.0,1.0,0.0,2,0,0,0,29
9374,0.0,0.0,1.0,1.0,0,2,0,1,59
32585,14.0,1.0,1.0,1.0,0,2,0,1,17
944,3.0,1.0,1.0,0.0,1,2,1,0,119
26864,1.0,1.0,1.0,1.0,8,0,0,0,24
9662,0.0,0.0,1.0,1.0,0,0,0,0,59
2108,0.0,1.0,0.0,0.0,0,2,0,0,118
28578,0.0,0.0,1.0,1.0,0,2,0,0,21
20836,0.0,0.0,1.0,1.0,0,1,1,2,28
11056,0.0,1.0,1.0,1.0,13,1,0,0,58
21971,1.0,1.0,1.0,1.0,0,2,1,0,28
8347,2.0,0.0,1.0,1.0,3,1,0,0,59
34577,5.0,1.0,1.0,1.0,1,0,1,0,14
30901,0.0,0.0,1.0,1.0,0,0,1,1,19
18732,0.0,0.0,1.0,1.0,7,0,0,0,29
21129,0.0,0.0,1.0,1.0,1,0,0,0,28
33181,0.0,0.0,1.0,1.0,0,2,0,1,16
32526,0.0,1.0,1.0,1.0,1,0,0,0,17
35968,8.0,1.0,1.0,1.0,1,2,0,1,13
9241,2.0,1.0,1.0,0.0,2,1,2,2,59
11424,8.0,1.0,1.0,1.0,13,2,0,0,58
1355,0.0,1.0,0.0,0.0,0,2,0,2,119
16255,0.0,0.0,1.0,1.0,0,1,0,0,47
13876,0.0,0.0,1.0,0.0,0,1,2,2,53
2543,0.0,1.0,0.0,0.0,0,2,2,0,118
22809,1.0,0.0,1.0,1.0,4,0,0,1,28
24781,6.0,1.0,1.0,1.0,3,0,0,1,27
11994,0.0,0.0,1.0,1.0,0,0,0,1,57
1716,0.0,0.0,1.0,0.0,0,1,1,2,119
32436,1.0,1.0,1.0,1.0,0,2,0,1,17
14295,0.0,0.0,1.0,1.0,0,0,0,0,53
3158,0.0,0.0,0.0,0.0,8,1,1,2,111
14130,1.0,1.0,1.0,1.0,3,1,0,2,53
33938,4.0,1.0,1.0,1.0,0,0,0,2,15
33949,0.0,0.0,1.0,1.0,1,0,1,0,15
27658,2.0,1.0,1.0,1.0,15,1,0,2,22
9212,0.0,0.0,1.0,1.0,12,2,1,1,59
18361,0.0,1.0,1.0,1.0,0,0,2,1,31
9944,0.0,1.0,1.0,1.0,11,1,0,2,59
1946,0.0,1.0,0.0,0.0,0,0,0,1,118
756,0.0,1.0,0.0,0.0,0,0,1,0,132
8686,0.0,1.0,1.0,0.0,0,0,2,2,59
5956,0.0,0.0,1.0,1.0,4,0,2,0,60
23418,1.0,1.0,1.0,1.0,5,0,0,0,27
19908,0.0,1.0,1.0,1.0,0,0,3,2,29
9171,0.0,0.0,1.0,1.0,0,0,3,1,59
4433,10.0,1.0,1.0,1.0,0,0,1,0,73
25992,20.0,1.0,1.0,1.0,1,0,0,1,25
20354,0.0,0.0,1.0,0.0,1,2,1,0,29
12103,0.0,0.0,1.0,1.0,2,0,0,1,57
10033,0.0,0.0,1.0,1.0,1,0,1,1,59
16354,0.0,0.0,1.0,1.0,3,1,0,2,47
13273,6.0,0.0,1.0,1.0,10,2,2,1,54
20511,0.0,0.0,1.0,1.0,1,0,0,0,28
5832,0.0,1.0,1.0,1.0,1,0,1,1,60
26398,15.0,1.0,1.0,1.0,0,0,0,0,25
17384,0.0,0.0,1.0,1.0,1,0,0,1,41
8373,0.0,0.0,1.0,1.0,0,0,3,2,59
34746,2.0,1.0,1.0,1.0,4,2,1,0,14
14413,0.0,0.0,1.0,0.0,8,0,1,0,52
35864,0.0,0.0,1.0,1.0,0,0,0,0,13
22731,0.0,1.0,1.0,1.0,1,2,0,1,28
23582,8.0,1.0,1.0,1.0,1,2,1,1,27
18551,3.0,1.0,1.0,1.0,11,0,0,0,29
602,0.0,1.0,1.0,1.0,6,0,0,1,133
2873,50.0,1.0,1.0,1.0,0,0,1,0,116
27660,5.0,1.0,1.0,1.0,0,0,1,0,22
4083,0.0,1.0,1.0,1.0,14,0,0,0,74
33305,20.0,1.0,1.0,1.0,0,0,0,0,16
35869,2.0,1.0,1.0,0.0,2,2,0,1,13
32256,6.0,1.0,1.0,1.0,0,2,0,0,18
10230,0.0,1.0,1.0,1.0,3,2,1,1,59
12900,3.0,1.0,1.0,1.0,0,0,2,1,55
16727,2.0,1.0,1.0,1.0,0,0,0,0,46
16760,4.0,1.0,1.0,1.0,8,0,1,0,46
25775,5.0,1.0,1.0,1.0,1,2,0,1,26
24187,1.0,1.0,1.0,0.0,5,0,0,0,27
31962,4.0,0.0,1.0,1.0,0,1,0,0,18
15684,0.0,0.0,1.0,0.0,0,2,3,1,49
26168,15.0,0.0,1.0,1.0,0,0,1,0,25
7237,3.0,1.0,1.0,1.0,3,1,1,2,60
13788,0.0,0.0,1.0,0.0,5,0,1,2,53
1076,3.0,1.0,1.0,1.0,8,0,0,1,119
34347,0.0,1.0,1.0,1.0,0,2,0,2,15
36031,0.0,0.0,1.0,1.0,7,0,0,1,13
22429,0.0,0.0,1.0,1.0,0,0,2,0,28
26419,2.0,0.0,1.0,1.0,0,0,0,2,25
29182,0.0,0.0,1.0,1.0,14,2,0,0,21
29849,0.0,0.0,1.0,0.0,1,2,1,1,20
25092,0.0,0.0,1.0,1.0,1,2,3,1,26
21538,5.0,1.0,1.0,1.0,0,1,0,0,28
3555,5.0,1.0,1.0,1.0,0,0,0,1,75
29349,0.0,0.0,1.0,1.0,0,0,3,0,20
22954,7.0,1.0,1.0,1.0,5,2,3,0,28
1501,6.0,1.0,1.0,0.0,1,2,1,0,119
25222,20.0,1.0,1.0,1.0,3,1,1,1,26
9884,1.0,1.0,1.0,1.0,2,0,0,1,59
29410,0.0,1.0,1.0,1.0,3,1,0,0,20
34542,1.0,1.0,1.0,1.0,6,1,0,0,14
7396,0.0,1.0,1.0,1.0,1,2,2,2,60
21560,4.0,1.0,1.0,1.0,8,0,1,1,28
25773,2.0,1.0,1.0,1.0,2,1,1,0,26
8818,0.0,1.0,1.0,1.0,1,1,0,0,59
4199,0.0,1.0,1.0,1.0,1,0,2,1,74
25757,0.0,1.0,1.0,1.0,0,0,0,1,26
25432,5.0,1.0,1.0,1.0,0,1,0,2,26
9962,1.0,1.0,1.0,1.0,2,0,0,0,59
33111,0.0,0.0,1.0,1.0,0,2,0,1,16
3477,0.0,1.0,1.0,0.0,1,0,1,2,81
17531,8.0,1.0,1.0,1.0,6,0,0,0,40
32662,0.0,0.0,1.0,0.0,5,2,0,0,17
